Run will be saved under: ./run_outputs/run_2023-04-01_to_2023

Screening abstracts and fetching fulltexts...
Running on device: cpu
<pmid: 39620056, isPK: True, prob: 0.9900914430618286>
<pmid: 38140744, isPK: True, prob: 0.9999929666519165>
<pmid: 38140135, isPK: True, prob: 0.9999935626983643>
<pmid: 38140105, isPK: True, prob: 0.9999746084213257>
<pmid: 38140086, isPK: False, prob: 0.3721116781234741>
<pmid: 38140082, isPK: True, prob: 0.9999678134918213>
<pmid: 38140068, isPK: True, prob: 0.9999788999557495>
<pmid: 38140050, isPK: True, prob: 0.9992853999137878>
<pmid: 38140040, isPK: True, prob: 0.9999916553497314>
<pmid: 38140017, isPK: False, prob: 0.20716336369514465>
<pmid: 38140008, isPK: True, prob: 0.999992847442627>
<pmid: 38139819, isPK: True, prob: 0.9999867677688599>
<pmid: 38139793, isPK: False, prob: 0.000709510815795511>
<pmid: 38138961, isPK: False, prob: 0.0018318098736926913>
<pmid: 38138585, isPK: False, prob: 0.558299720287323>
<pmid: 38138564, isPK: False, prob: 0.0012078230502083898>
<pmid: 38138547, isPK: False, prob: 0.5395067930221558>
<pmid: 38138524, isPK: False, prob: 0.0009333036723546684>
<pmid: 38138504, isPK: False, prob: 0.29019826650619507>
<pmid: 38138108, isPK: True, prob: 0.9999741315841675>
<pmid: 38137535, isPK: True, prob: 0.9998769760131836>
<pmid: 38136781, isPK: True, prob: 0.9999783039093018>
<pmid: 38136751, isPK: True, prob: 0.9999899864196777>
<pmid: 38136739, isPK: True, prob: 0.9999940395355225>
<pmid: 38136581, isPK: False, prob: 0.0009608906111679971>
<pmid: 38136388, isPK: False, prob: 0.0006063345936127007>
<pmid: 38135786, isPK: False, prob: 0.004399204161018133>
<pmid: 38135485, isPK: True, prob: 0.9999924898147583>
<pmid: 38134939, isPK: False, prob: 0.0009019523276947439>
<pmid: 38134821, isPK: False, prob: 0.0009022794547490776>
<pmid: 38131673, isPK: True, prob: 0.9999901056289673>
<pmid: 38130841, isPK: False, prob: 0.3075311481952667>
<pmid: 38130691, isPK: False, prob: 0.0015037317061796784>
<pmid: 38130409, isPK: True, prob: 0.9985374212265015>
<pmid: 38130110, isPK: False, prob: 0.0008634745026938617>
<pmid: 38130031, isPK: True, prob: 0.9999934434890747>
<pmid: 38129012, isPK: False, prob: 0.0009412119397893548>
<pmid: 38128906, isPK: False, prob: 0.0006907198112457991>
<pmid: 38128360, isPK: False, prob: 0.23220942914485931>
<pmid: 38128343, isPK: True, prob: 0.9999768733978271>
<pmid: 38128310, isPK: False, prob: 0.0010601000394672155>
<pmid: 38127680, isPK: False, prob: 0.001564190723001957>
<pmid: 38127247, isPK: False, prob: 0.0009044260368682444>
<pmid: 38127240, isPK: True, prob: 0.9999873638153076>
<pmid: 38127128, isPK: True, prob: 0.9999932050704956>
<pmid: 38124598, isPK: False, prob: 0.0009247594280168414>
<pmid: 38124565, isPK: False, prob: 0.0008485823636874557>
<pmid: 38123661, isPK: False, prob: 0.0015631989808753133>
<pmid: 38123111, isPK: False, prob: 0.001117929583415389>
<pmid: 38122861, isPK: True, prob: 0.9948122501373291>
<pmid: 38118299, isPK: False, prob: 0.0007974025793373585>
<pmid: 38117951, isPK: False, prob: 0.001600462943315506>
<pmid: 38117459, isPK: True, prob: 0.9999340772628784>
<pmid: 38117301, isPK: True, prob: 0.9999923706054688>
<pmid: 38116724, isPK: True, prob: 0.9999932050704956>
<pmid: 38116563, isPK: False, prob: 0.0007665360462851822>
<pmid: 38116438, isPK: False, prob: 0.001181383733637631>
<pmid: 38116423, isPK: False, prob: 0.0009222512599080801>
<pmid: 38115178, isPK: False, prob: 0.0019535329192876816>
<pmid: 38114931, isPK: True, prob: 0.9999701976776123>
<pmid: 38114923, isPK: False, prob: 0.0012046747142449021>
<pmid: 38114839, isPK: False, prob: 0.003275123657658696>
<pmid: 38114772, isPK: False, prob: 0.0005824610125273466>
<pmid: 38114760, isPK: False, prob: 0.0008192217792384326>
<pmid: 38114036, isPK: False, prob: 0.0014878814108669758>
<pmid: 38112932, isPK: True, prob: 0.9999321699142456>
<pmid: 38112917, isPK: True, prob: 0.9999665021896362>
<pmid: 38112481, isPK: True, prob: 0.996862530708313>
<pmid: 38111343, isPK: False, prob: 0.0007063590455800295>
<pmid: 38111268, isPK: True, prob: 0.9999940395355225>
<pmid: 38111075, isPK: False, prob: 0.001328157726675272>
<pmid: 38110844, isPK: True, prob: 0.9999768733978271>
<pmid: 38110353, isPK: False, prob: 0.0005312809371389449>
<pmid: 38110306, isPK: False, prob: 0.0006206000107340515>
<pmid: 38110304, isPK: True, prob: 0.9999933242797852>
<pmid: 38110015, isPK: False, prob: 0.0012134278658777475>
<pmid: 38110013, isPK: False, prob: 0.0011797480983659625>
<pmid: 38109713, isPK: False, prob: 0.0016399113228544593>
<pmid: 38109183, isPK: False, prob: 0.0009355592192150652>
<pmid: 38108609, isPK: True, prob: 0.9999921321868896>
<pmid: 38108553, isPK: True, prob: 0.9999902248382568>
<pmid: 38107906, isPK: False, prob: 0.0007250710041262209>
<pmid: 38107893, isPK: False, prob: 0.000935810967348516>
<pmid: 38107538, isPK: True, prob: 0.999981164932251>
<pmid: 38105710, isPK: False, prob: 0.0008823947864584625>
<pmid: 38105323, isPK: False, prob: 0.08846000581979752>
<pmid: 38103850, isPK: False, prob: 0.0006429154891520739>
<pmid: 38103736, isPK: True, prob: 0.9347684383392334>
<pmid: 38103705, isPK: True, prob: 0.9999938011169434>
<pmid: 38103688, isPK: False, prob: 0.0009126724326051772>
<pmid: 38103414, isPK: True, prob: 0.999355137348175>
<pmid: 38103317, isPK: False, prob: 0.0007910294225439429>
<pmid: 38103059, isPK: True, prob: 0.999991774559021>
<pmid: 38102814, isPK: True, prob: 0.9999933242797852>
<pmid: 38102118, isPK: False, prob: 0.001840948243625462>
<pmid: 38101677, isPK: False, prob: 0.0006438414566218853>
<pmid: 38100546, isPK: False, prob: 0.0011142751900479198>
<pmid: 38100453, isPK: False, prob: 0.014217760413885117>
<pmid: 38099940, isPK: True, prob: 0.9999914169311523>
<pmid: 38099276, isPK: False, prob: 0.014898915775120258>
<pmid: 38097860, isPK: False, prob: 0.0008481445838697255>
<pmid: 38097651, isPK: False, prob: 0.0010716430842876434>
<pmid: 38097513, isPK: True, prob: 0.9998656511306763>
<pmid: 38096651, isPK: False, prob: 0.0009146590018644929>
<pmid: 38095751, isPK: False, prob: 0.0007798263104632497>
<pmid: 38095649, isPK: False, prob: 0.0005001575336791575>
<pmid: 38095598, isPK: False, prob: 0.0015580886974930763>
<pmid: 38093847, isPK: True, prob: 0.9610541462898254>
<pmid: 38093819, isPK: False, prob: 0.0009994935244321823>
<pmid: 38093696, isPK: False, prob: 0.000640016223769635>
<pmid: 38093601, isPK: True, prob: 0.9999932050704956>
<pmid: 38093285, isPK: True, prob: 0.9595422148704529>
<pmid: 38093184, isPK: False, prob: 0.0011207466013729572>
<pmid: 38092894, isPK: False, prob: 0.001039891503751278>
<pmid: 38092676, isPK: True, prob: 0.9999934434890747>
<pmid: 38092671, isPK: True, prob: 0.9999855756759644>
<pmid: 38092664, isPK: True, prob: 0.9999841451644897>
<pmid: 38092382, isPK: False, prob: 0.0010426442604511976>
<pmid: 38092320, isPK: False, prob: 0.0015338924713432789>
<pmid: 38092131, isPK: True, prob: 0.9944593906402588>
<pmid: 38091824, isPK: False, prob: 0.0006700120284222066>
<pmid: 38091720, isPK: False, prob: 0.0009567368542775512>
<pmid: 38091634, isPK: False, prob: 0.0006747224251739681>
<pmid: 38091406, isPK: False, prob: 0.0013192156329751015>
<pmid: 38089964, isPK: True, prob: 0.9999872446060181>
<pmid: 38089044, isPK: True, prob: 0.9999775886535645>
<pmid: 38088928, isPK: False, prob: 0.0007719951099716127>
<pmid: 38088920, isPK: False, prob: 0.5530625581741333>
<pmid: 38088889, isPK: True, prob: 0.9999934434890747>
<pmid: 38088368, isPK: False, prob: 0.002191153122112155>
<pmid: 38087967, isPK: True, prob: 0.9999793767929077>
<pmid: 38087365, isPK: False, prob: 0.002789788180962205>
<pmid: 38087107, isPK: True, prob: 0.9999887943267822>
<pmid: 38086274, isPK: False, prob: 0.0013685444137081504>
<pmid: 38086197, isPK: True, prob: 0.999103844165802>
<pmid: 38086168, isPK: True, prob: 0.9999936819076538>
<pmid: 38085807, isPK: False, prob: 0.0008529656333848834>
<pmid: 38085672, isPK: True, prob: 0.9999942779541016>
<pmid: 38085599, isPK: False, prob: 0.0010878308676183224>
<pmid: 38084959, isPK: True, prob: 0.964975893497467>
<pmid: 38084954, isPK: False, prob: 0.024571776390075684>
<pmid: 38084656, isPK: True, prob: 0.9999740123748779>
<pmid: 38084126, isPK: False, prob: 0.0012216013856232166>
<pmid: 38083518, isPK: True, prob: 0.994325578212738>
<pmid: 38083200, isPK: False, prob: 0.001191468327306211>
<pmid: 38082979, isPK: True, prob: 0.9999940395355225>
<pmid: 38082840, isPK: True, prob: 0.9999901056289673>
<pmid: 38082711, isPK: True, prob: 0.9999918937683105>
<pmid: 38082557, isPK: True, prob: 0.999992847442627>
<pmid: 38082506, isPK: True, prob: 0.9999880790710449>
<pmid: 38081414, isPK: True, prob: 0.9999816417694092>
<pmid: 38079537, isPK: True, prob: 0.9949691891670227>
<pmid: 38079104, isPK: False, prob: 0.0006900908192619681>
<pmid: 38079089, isPK: True, prob: 0.9985756874084473>
<pmid: 38078995, isPK: True, prob: 0.9999938011169434>
<pmid: 38078724, isPK: False, prob: 0.0012906196061521769>
<pmid: 38078492, isPK: False, prob: 0.0008436787757091224>
<pmid: 38078320, isPK: True, prob: 0.999971866607666>
<pmid: 38078154, isPK: False, prob: 0.00220893626101315>
<pmid: 38075748, isPK: False, prob: 0.008831245824694633>
<pmid: 38074188, isPK: True, prob: 0.9999933242797852>
<pmid: 38074125, isPK: True, prob: 0.9999920129776001>
<pmid: 38074113, isPK: True, prob: 0.9999933242797852>
<pmid: 38073274, isPK: True, prob: 0.9999935626983643>
<pmid: 38072965, isPK: False, prob: 0.0019315383397042751>
<pmid: 38072829, isPK: True, prob: 0.9999932050704956>
<pmid: 38072379, isPK: False, prob: 0.0010429909452795982>
<pmid: 38072292, isPK: False, prob: 0.0008302278001792729>
<pmid: 38072270, isPK: True, prob: 0.8013232350349426>
<pmid: 38072154, isPK: False, prob: 0.0036233633290976286>
<pmid: 38071890, isPK: False, prob: 0.30218157172203064>
<pmid: 38071794, isPK: False, prob: 0.6195809245109558>
<pmid: 38070781, isPK: True, prob: 0.9999781847000122>
<pmid: 38070777, isPK: False, prob: 0.0010178078664466739>
<pmid: 38070661, isPK: False, prob: 0.2740474045276642>
<pmid: 38070415, isPK: False, prob: 0.0007630471955053508>
<pmid: 38070041, isPK: True, prob: 0.9999710321426392>
<pmid: 38069812, isPK: True, prob: 0.9999771118164062>
<pmid: 38069528, isPK: True, prob: 0.999855637550354>
<pmid: 38069119, isPK: True, prob: 0.9999802112579346>
<pmid: 38067597, isPK: False, prob: 0.0008118458208627999>
<pmid: 38067158, isPK: False, prob: 0.0005802615196444094>
<pmid: 38067101, isPK: False, prob: 0.0006418172852136195>
<pmid: 38066008, isPK: False, prob: 0.000749260769225657>
<pmid: 38065945, isPK: False, prob: 0.0007256157696247101>
<pmid: 38065572, isPK: True, prob: 0.9999938011169434>
<pmid: 38065412, isPK: False, prob: 0.0008462644764222205>
<pmid: 38064963, isPK: False, prob: 0.0011838028440251946>
<pmid: 38064957, isPK: True, prob: 0.9999116659164429>
<pmid: 38064927, isPK: True, prob: 0.999992847442627>
<pmid: 38064318, isPK: False, prob: 0.0033190820831805468>
<pmid: 38064121, isPK: True, prob: 0.999993085861206>
<pmid: 38063399, isPK: True, prob: 0.9999884366989136>
<pmid: 38063387, isPK: True, prob: 0.9999872446060181>
<pmid: 38063293, isPK: False, prob: 0.0008813427994027734>
<pmid: 38062999, isPK: False, prob: 0.0006459138821810484>
<pmid: 38062797, isPK: True, prob: 0.999994158744812>
<pmid: 38062636, isPK: True, prob: 0.9999693632125854>
<pmid: 38062540, isPK: True, prob: 0.9999858140945435>
<pmid: 38062352, isPK: False, prob: 0.001080577727407217>
<pmid: 38062287, isPK: False, prob: 0.0006896279519423842>
<pmid: 38062257, isPK: True, prob: 0.9999703168869019>
<pmid: 38062170, isPK: False, prob: 0.0007845971267670393>
<pmid: 38061419, isPK: True, prob: 0.9983000159263611>
<pmid: 38061318, isPK: False, prob: 0.000786942255217582>
<pmid: 38060844, isPK: True, prob: 0.9999943971633911>
<pmid: 38060692, isPK: True, prob: 0.9980918765068054>
<pmid: 38060344, isPK: False, prob: 0.0010646567679941654>
<pmid: 38059960, isPK: True, prob: 0.9999926090240479>
<pmid: 38059836, isPK: False, prob: 0.0007747211493551731>
<pmid: 38059634, isPK: True, prob: 0.9999899864196777>
<pmid: 38058278, isPK: True, prob: 0.99997878074646>
<pmid: 38058159, isPK: False, prob: 0.0010518748313188553>
<pmid: 38057319, isPK: False, prob: 0.0008749260450713336>
<pmid: 38056237, isPK: True, prob: 0.9999942779541016>
<pmid: 38056146, isPK: False, prob: 0.000767500139772892>
<pmid: 38055802, isPK: False, prob: 0.0010926671093329787>
<pmid: 38055780, isPK: True, prob: 0.9995930790901184>
<pmid: 38054840, isPK: True, prob: 0.9999849796295166>
<pmid: 38054726, isPK: True, prob: 0.9999916553497314>
<pmid: 38054599, isPK: False, prob: 0.06131583824753761>
<pmid: 38054364, isPK: True, prob: 0.999359667301178>
<pmid: 38053938, isPK: True, prob: 0.993496298789978>
<pmid: 38053838, isPK: True, prob: 0.9999922513961792>
<pmid: 38053183, isPK: False, prob: 0.0021483954042196274>
<pmid: 38052779, isPK: False, prob: 0.0016951874131336808>
<pmid: 38052562, isPK: False, prob: 0.0011248132213950157>
<pmid: 38052057, isPK: False, prob: 0.008914770558476448>
<pmid: 38051672, isPK: True, prob: 0.9955820441246033>
<pmid: 38051389, isPK: True, prob: 0.9999897480010986>
<pmid: 38050716, isPK: False, prob: 0.00044710951624438167>
<pmid: 38050329, isPK: True, prob: 0.999993085861206>
<pmid: 38049651, isPK: True, prob: 0.9999818801879883>
<pmid: 38048892, isPK: False, prob: 0.0008409579168073833>
<pmid: 38048723, isPK: False, prob: 0.0013165489071980119>
<pmid: 38048697, isPK: False, prob: 0.0008373536402359605>
<pmid: 38048468, isPK: False, prob: 0.0011267971713095903>
<pmid: 38047891, isPK: False, prob: 0.0006956917350180447>
<pmid: 38047701, isPK: True, prob: 0.9993582367897034>
<pmid: 38047476, isPK: False, prob: 0.0011385992402210832>
<pmid: 38046176, isPK: False, prob: 0.0034811573568731546>
<pmid: 38046033, isPK: False, prob: 0.0011026656720787287>
<pmid: 38045495, isPK: False, prob: 0.002378158736974001>
<pmid: 38045053, isPK: False, prob: 0.0012204940430819988>
<pmid: 38045026, isPK: True, prob: 0.9999945163726807>
<pmid: 38044835, isPK: False, prob: 0.38961076736450195>
<pmid: 38044486, isPK: True, prob: 0.999992847442627>
<pmid: 38044443, isPK: False, prob: 0.0010498396586626768>
<pmid: 38044024, isPK: True, prob: 0.998354971408844>
<pmid: 38043684, isPK: True, prob: 0.9999840259552002>
<pmid: 38043491, isPK: False, prob: 0.0017879910301417112>
<pmid: 38042977, isPK: True, prob: 0.9999769926071167>
<pmid: 38042841, isPK: True, prob: 0.8801324963569641>
<pmid: 38042813, isPK: False, prob: 0.0029700337909162045>
<pmid: 38042381, isPK: False, prob: 0.20363642275333405>
<pmid: 38042346, isPK: True, prob: 0.9999743700027466>
<pmid: 38042133, isPK: True, prob: 0.9632037878036499>
<pmid: 38041933, isPK: False, prob: 0.0010247607715427876>
<pmid: 38041836, isPK: True, prob: 0.9999929666519165>
<pmid: 38041740, isPK: True, prob: 0.9999833106994629>
<pmid: 38041575, isPK: True, prob: 0.9999911785125732>
<pmid: 38041499, isPK: True, prob: 0.9999889135360718>
<pmid: 38040985, isPK: True, prob: 0.9995307922363281>
<pmid: 38040397, isPK: False, prob: 0.0011350736021995544>
<pmid: 38040396, isPK: False, prob: 0.0008086073794402182>
<pmid: 38040355, isPK: False, prob: 0.012485761195421219>
<pmid: 38040152, isPK: False, prob: 0.0011661608004942536>
<pmid: 38040140, isPK: False, prob: 0.0009869113564491272>
<pmid: 38039802, isPK: False, prob: 0.0008903425186872482>
<pmid: 38039306, isPK: False, prob: 0.0019402852049097419>
<pmid: 38039018, isPK: False, prob: 0.009046531282365322>
<pmid: 38038460, isPK: True, prob: 0.9999938011169434>
<pmid: 38037826, isPK: True, prob: 0.9999939203262329>
<pmid: 38037539, isPK: True, prob: 0.9999673366546631>
<pmid: 38036850, isPK: False, prob: 0.0009176106541417539>
<pmid: 38036750, isPK: False, prob: 0.029009399935603142>
<pmid: 38036321, isPK: True, prob: 0.9999945163726807>
<pmid: 38036003, isPK: False, prob: 0.0012641932116821408>
<pmid: 38035628, isPK: False, prob: 0.0035219171550124884>
<pmid: 38035024, isPK: False, prob: 0.0006575937732122838>
<pmid: 38033549, isPK: False, prob: 0.0015260012587532401>
<pmid: 38033171, isPK: False, prob: 0.0005890243919566274>
<pmid: 38032496, isPK: False, prob: 0.0010970043949782848>
<pmid: 38031930, isPK: False, prob: 0.0006925739580765367>
<pmid: 38031477, isPK: True, prob: 0.9410713315010071>
<pmid: 38030940, isPK: False, prob: 0.0007484357920475304>
<pmid: 38030711, isPK: False, prob: 0.0006378064281307161>
<pmid: 38030020, isPK: False, prob: 0.00083259615348652>
<pmid: 38030010, isPK: False, prob: 0.37544289231300354>
<pmid: 38030006, isPK: True, prob: 0.9999926090240479>
<pmid: 38029956, isPK: True, prob: 0.9999949932098389>
<pmid: 38029896, isPK: False, prob: 0.0008478129166178405>
<pmid: 38029871, isPK: False, prob: 0.0013805393828079104>
<pmid: 38029470, isPK: True, prob: 0.9999935626983643>
<pmid: 38029229, isPK: False, prob: 0.002238662214949727>
<pmid: 38027676, isPK: True, prob: 0.9996355772018433>
<pmid: 38027361, isPK: False, prob: 0.0010346273193135858>
<pmid: 38027358, isPK: False, prob: 0.0010555967455729842>
<pmid: 38027109, isPK: False, prob: 0.0007561694364994764>
<pmid: 38027008, isPK: True, prob: 0.9999678134918213>
<pmid: 38026620, isPK: True, prob: 0.9995822310447693>
<pmid: 38025761, isPK: False, prob: 0.00101751321926713>
<pmid: 38025070, isPK: False, prob: 0.0009036017581820488>
<pmid: 38024733, isPK: False, prob: 0.4796792268753052>
<pmid: 38023581, isPK: True, prob: 0.9999918937683105>
<pmid: 38020411, isPK: True, prob: 0.7362468242645264>
<pmid: 38019988, isPK: False, prob: 0.001414503320120275>
<pmid: 38019356, isPK: False, prob: 0.0010591126047074795>
<pmid: 38019355, isPK: True, prob: 0.9988387227058411>
<pmid: 38018879, isPK: True, prob: 0.9999924898147583>
<pmid: 38018861, isPK: False, prob: 0.00093585200374946>
<pmid: 38018358, isPK: True, prob: 0.9999399185180664>
<pmid: 38018175, isPK: True, prob: 0.9999833106994629>
<pmid: 38017712, isPK: True, prob: 0.9999926090240479>
<pmid: 38017512, isPK: True, prob: 0.9999933242797852>
<pmid: 38016692, isPK: False, prob: 0.0014919120585545897>
<pmid: 38016626, isPK: True, prob: 0.9985249638557434>
<pmid: 38016573, isPK: False, prob: 0.0018854675581678748>
<pmid: 38016489, isPK: False, prob: 0.0008196524577215314>
<pmid: 38016375, isPK: False, prob: 0.15647383034229279>
<pmid: 38016320, isPK: False, prob: 0.11034107953310013>
<pmid: 38015370, isPK: False, prob: 0.001490977592766285>
<pmid: 38015107, isPK: True, prob: 0.9999862909317017>
<pmid: 38015103, isPK: True, prob: 0.9999899864196777>
<pmid: 38014983, isPK: True, prob: 0.9294024705886841>
<pmid: 38014945, isPK: True, prob: 0.9999890327453613>
<pmid: 38014102, isPK: True, prob: 0.999714195728302>
<pmid: 38013509, isPK: False, prob: 0.0006985701038502157>
<pmid: 38013124, isPK: True, prob: 0.99566251039505>
<pmid: 38012128, isPK: False, prob: 0.0013437317684292793>
<pmid: 38010470, isPK: False, prob: 0.0006493654800578952>
<pmid: 38009574, isPK: False, prob: 0.0010627137962728739>
