Run will be saved under: ./run_outputs/run_2022_to_2022

Screening abstracts and fetching fulltexts...
Running on device: cpu
<pmid: 40124851, isPK: True, prob: 0.9999880790710449>
<pmid: 36586332, isPK: False, prob: 0.0029678826685994864>
<pmid: 36585627, isPK: False, prob: 0.000928104913327843>
<pmid: 36585417, isPK: False, prob: 0.0007272633374668658>
<pmid: 36584693, isPK: False, prob: 0.0012450945796445012>
<pmid: 36584648, isPK: False, prob: 0.0008564113522879779>
<pmid: 36583631, isPK: True, prob: 0.9998931884765625>
<pmid: 36583623, isPK: False, prob: 0.005378263536840677>
<pmid: 36583520, isPK: True, prob: 0.9999871253967285>
<pmid: 36583113, isPK: False, prob: 0.10172972828149796>
<pmid: 36582520, isPK: True, prob: 0.9999924898147583>
<pmid: 36581924, isPK: False, prob: 0.0007628182647749782>
<pmid: 36581881, isPK: False, prob: 0.004699960350990295>
<pmid: 36581732, isPK: True, prob: 0.9999866485595703>
<pmid: 36581633, isPK: False, prob: 0.04698832705616951>
<pmid: 36581523, isPK: True, prob: 0.9999816417694092>
<pmid: 36581395, isPK: True, prob: 0.9999737739562988>
<pmid: 36581257, isPK: False, prob: 0.0032124067656695843>
<pmid: 36581107, isPK: False, prob: 0.0011447775177657604>
<pmid: 36580734, isPK: True, prob: 0.9889461398124695>
<pmid: 36580346, isPK: False, prob: 0.0007903233636170626>
<pmid: 36579764, isPK: False, prob: 0.0006880144355818629>
<pmid: 36579498, isPK: False, prob: 0.002645611995831132>
<pmid: 36578804, isPK: True, prob: 0.9999905824661255>
<pmid: 36578544, isPK: True, prob: 0.9994660019874573>
<pmid: 36577473, isPK: False, prob: 0.0010047550313174725>
<pmid: 36577327, isPK: False, prob: 0.0006237743073143065>
<pmid: 36577040, isPK: True, prob: 0.9999891519546509>
<pmid: 36576997, isPK: False, prob: 0.0008587499614804983>
<pmid: 36576395, isPK: False, prob: 0.0007495185127481818>
<pmid: 36576258, isPK: False, prob: 0.0009023731690831482>
<pmid: 36575962, isPK: True, prob: 0.9999935626983643>
<pmid: 36575321, isPK: False, prob: 0.0006619343184866011>
<pmid: 36574949, isPK: True, prob: 0.9999932050704956>
<pmid: 36574837, isPK: False, prob: 0.000968571868725121>
<pmid: 36574664, isPK: False, prob: 0.0008688456728123128>
<pmid: 36574398, isPK: False, prob: 0.0015098497970029712>
<pmid: 36574387, isPK: True, prob: 0.9999566078186035>
<pmid: 36573995, isPK: False, prob: 0.0008367985137738287>
<pmid: 36572866, isPK: False, prob: 0.0007917574839666486>
<pmid: 36572567, isPK: True, prob: 0.9999904632568359>
<pmid: 36572358, isPK: False, prob: 0.0006843177834525704>
<pmid: 36572228, isPK: True, prob: 0.9999926090240479>
<pmid: 36571702, isPK: True, prob: 0.999983549118042>
<pmid: 36571701, isPK: True, prob: 0.9999923706054688>
<pmid: 36571620, isPK: False, prob: 0.001608206075616181>
<pmid: 36571584, isPK: False, prob: 0.0007893021102063358>
<pmid: 36571279, isPK: False, prob: 0.0452384315431118>
<pmid: 36570513, isPK: True, prob: 0.999992847442627>
<pmid: 36570248, isPK: False, prob: 0.0010047608520835638>
<pmid: 36570094, isPK: False, prob: 0.0009820677805691957>
<pmid: 36569565, isPK: True, prob: 0.979042649269104>
<pmid: 36569310, isPK: True, prob: 0.9999911785125732>
<pmid: 36569287, isPK: True, prob: 0.9999927282333374>
<pmid: 36567726, isPK: True, prob: 0.9999887943267822>
<pmid: 36567338, isPK: False, prob: 0.0006754532805643976>
<pmid: 36567223, isPK: False, prob: 0.0007668056059628725>
<pmid: 36566928, isPK: True, prob: 0.9999908208847046>
<pmid: 36566828, isPK: False, prob: 0.001382100977934897>
<pmid: 36566827, isPK: False, prob: 0.005907996091991663>
<pmid: 36566823, isPK: False, prob: 0.0009996622102335095>
<pmid: 36565673, isPK: True, prob: 0.9978577494621277>
<pmid: 36565646, isPK: False, prob: 0.0010210673790425062>
<pmid: 36565395, isPK: True, prob: 0.9632484316825867>
<pmid: 36564549, isPK: True, prob: 0.9999908208847046>
<pmid: 36564256, isPK: False, prob: 0.0006066423957236111>
<pmid: 36563948, isPK: True, prob: 0.9999692440032959>
<pmid: 36563799, isPK: False, prob: 0.0009538852609694004>
<pmid: 36563793, isPK: True, prob: 0.9973835349082947>
<pmid: 36562887, isPK: True, prob: 0.9999915361404419>
<pmid: 36562759, isPK: False, prob: 0.0007800036109983921>
<pmid: 36562303, isPK: False, prob: 0.0008291798294521868>
<pmid: 36561549, isPK: True, prob: 0.9999778270721436>
<pmid: 36560916, isPK: True, prob: 0.9999936819076538>
<pmid: 36559326, isPK: True, prob: 0.9999909400939941>
<pmid: 36559279, isPK: True, prob: 0.9999905824661255>
<pmid: 36559262, isPK: False, prob: 0.001856445800513029>
<pmid: 36559237, isPK: True, prob: 0.9999679327011108>
<pmid: 36559213, isPK: True, prob: 0.9999896287918091>
<pmid: 36559185, isPK: False, prob: 0.23766377568244934>
<pmid: 36559181, isPK: False, prob: 0.0020604340825229883>
<pmid: 36559163, isPK: True, prob: 0.9999856948852539>
<pmid: 36559159, isPK: True, prob: 0.9639472365379333>
<pmid: 36559144, isPK: True, prob: 0.9998571872711182>
<pmid: 36559098, isPK: True, prob: 0.999992847442627>
<pmid: 36559055, isPK: True, prob: 0.9999932050704956>
<pmid: 36559050, isPK: True, prob: 0.999990701675415>
<pmid: 36559038, isPK: False, prob: 0.0007972315652295947>
<pmid: 36558981, isPK: False, prob: 0.0008177220588549972>
<pmid: 36558952, isPK: True, prob: 0.9999924898147583>
<pmid: 36558927, isPK: False, prob: 0.0006767197046428919>
<pmid: 36558863, isPK: False, prob: 0.000969531130976975>
<pmid: 36558437, isPK: False, prob: 0.0020657661370933056>
<pmid: 36557804, isPK: True, prob: 0.9999934434890747>
<pmid: 36557319, isPK: True, prob: 0.9999896287918091>
<pmid: 36557288, isPK: True, prob: 0.9999827146530151>
<pmid: 36555830, isPK: False, prob: 0.000834729871712625>
<pmid: 36555785, isPK: False, prob: 0.001785188214853406>
<pmid: 36555761, isPK: False, prob: 0.0007679053233005106>
<pmid: 36555716, isPK: False, prob: 0.0010215826332569122>
<pmid: 36555643, isPK: False, prob: 0.0008895440842024982>
<pmid: 36555306, isPK: True, prob: 0.9999933242797852>
<pmid: 36553788, isPK: False, prob: 0.0009577911696396768>
<pmid: 36553441, isPK: True, prob: 0.9999760389328003>
<pmid: 36552609, isPK: False, prob: 0.0006271228776313365>
<pmid: 36551501, isPK: False, prob: 0.0014771256828680634>
<pmid: 36551395, isPK: False, prob: 0.0019467913080006838>
<pmid: 36551393, isPK: True, prob: 0.9999921321868896>
<pmid: 36551362, isPK: True, prob: 0.9999929666519165>
<pmid: 36550562, isPK: False, prob: 0.029658017680048943>
<pmid: 36549803, isPK: False, prob: 0.0006740899989381433>
<pmid: 36549529, isPK: False, prob: 0.0011545878369361162>
<pmid: 36549406, isPK: True, prob: 0.9999932050704956>
<pmid: 36549399, isPK: True, prob: 0.9410474300384521>
<pmid: 36549398, isPK: False, prob: 0.0013349112123250961>
<pmid: 36548770, isPK: True, prob: 0.9997020363807678>
<pmid: 36548732, isPK: False, prob: 0.0012944124173372984>
<pmid: 36548621, isPK: True, prob: 0.9990597367286682>
<pmid: 36548544, isPK: True, prob: 0.9999933242797852>
<pmid: 36546415, isPK: False, prob: 0.006145021878182888>
<pmid: 36545917, isPK: False, prob: 0.0010478032054379582>
<pmid: 36545310, isPK: True, prob: 0.980225145816803>
<pmid: 36545282, isPK: True, prob: 0.9999922513961792>
<pmid: 36545220, isPK: False, prob: 0.0006767964805476367>
<pmid: 36544815, isPK: False, prob: 0.0006480479496531188>
<pmid: 36543972, isPK: True, prob: 0.9999908208847046>
<pmid: 36543898, isPK: False, prob: 0.001093453262001276>
<pmid: 36543241, isPK: False, prob: 0.0014045265270397067>
<pmid: 36541850, isPK: True, prob: 0.9999939203262329>
<pmid: 36541774, isPK: False, prob: 0.0012844506418332458>
<pmid: 36541560, isPK: True, prob: 0.9999868869781494>
<pmid: 36540952, isPK: True, prob: 0.9999927282333374>
<pmid: 36540388, isPK: True, prob: 0.9999936819076538>
<pmid: 36540233, isPK: False, prob: 0.0011786820832639933>
<pmid: 36539418, isPK: False, prob: 0.0006855370593257248>
<pmid: 36538993, isPK: False, prob: 0.0009081162279471755>
<pmid: 36538834, isPK: False, prob: 0.0007529929862357676>
<pmid: 36538813, isPK: True, prob: 0.9992062449455261>
<pmid: 36538346, isPK: True, prob: 0.9985547661781311>
<pmid: 36537564, isPK: True, prob: 0.9999876022338867>
<pmid: 36537068, isPK: True, prob: 0.9999942779541016>
<pmid: 36536448, isPK: False, prob: 0.0007757931016385555>
<pmid: 36535551, isPK: False, prob: 0.0006828698678873479>
<pmid: 36535426, isPK: True, prob: 0.795283854007721>
<pmid: 36534784, isPK: False, prob: 0.0009276987402699888>
<pmid: 36534756, isPK: False, prob: 0.5677255392074585>
<pmid: 36534592, isPK: False, prob: 0.0008465181454084814>
<pmid: 36534410, isPK: False, prob: 0.09855302423238754>
<pmid: 36533850, isPK: True, prob: 0.9994469285011292>
<pmid: 36533833, isPK: False, prob: 0.0011490866309031844>
<pmid: 36533781, isPK: True, prob: 0.9999903440475464>
<pmid: 36533661, isPK: False, prob: 0.0010920256609097123>
<pmid: 36533356, isPK: False, prob: 0.0033172841649502516>
<pmid: 36533097, isPK: True, prob: 0.999991774559021>
<pmid: 36532752, isPK: True, prob: 0.999976634979248>
<pmid: 36532742, isPK: True, prob: 0.9999713897705078>
<pmid: 36532731, isPK: True, prob: 0.9999920129776001>
<pmid: 36532336, isPK: True, prob: 0.9999712705612183>
<pmid: 36530294, isPK: False, prob: 0.02485472522675991>
<pmid: 36529947, isPK: False, prob: 0.0007407702505588531>
<pmid: 36529836, isPK: True, prob: 0.9999884366989136>
<pmid: 36529835, isPK: True, prob: 0.9999918937683105>
<pmid: 36529359, isPK: False, prob: 0.0008473347988910973>
<pmid: 36529266, isPK: False, prob: 0.001993800513446331>
<pmid: 36528922, isPK: False, prob: 0.000999380717985332>
<pmid: 36528753, isPK: True, prob: 0.9999011754989624>
<pmid: 36528731, isPK: False, prob: 0.0032262036111205816>
<pmid: 36528710, isPK: False, prob: 0.0011995340464636683>
<pmid: 36528191, isPK: False, prob: 0.001095671788789332>
<pmid: 36528111, isPK: True, prob: 0.9999421834945679>
<pmid: 36528008, isPK: True, prob: 0.9999915361404419>
<pmid: 36527991, isPK: False, prob: 0.0009872132213786244>
<pmid: 36527934, isPK: False, prob: 0.0011485842987895012>
<pmid: 36527899, isPK: False, prob: 0.000882190593983978>
<pmid: 36526072, isPK: False, prob: 0.0007492200238630176>
<pmid: 36525996, isPK: True, prob: 0.9999876022338867>
<pmid: 36525713, isPK: False, prob: 0.0008837950881570578>
<pmid: 36525711, isPK: False, prob: 0.0006439470453187823>
<pmid: 36524971, isPK: False, prob: 0.0006532515399158001>
<pmid: 36524526, isPK: False, prob: 0.0010553437750786543>
<pmid: 36524300, isPK: False, prob: 0.6105154752731323>
<pmid: 36522561, isPK: True, prob: 0.9999855756759644>
<pmid: 36521865, isPK: True, prob: 0.9999847412109375>
<pmid: 36521690, isPK: False, prob: 0.001104402937926352>
<pmid: 36521426, isPK: True, prob: 0.975257396697998>
<pmid: 36521033, isPK: False, prob: 0.0007443945505656302>
<pmid: 36520576, isPK: True, prob: 0.9984891414642334>
<pmid: 36520546, isPK: True, prob: 0.9999715089797974>
<pmid: 36518669, isPK: True, prob: 0.9965713024139404>
<pmid: 36518546, isPK: True, prob: 0.999971866607666>
<pmid: 36518483, isPK: True, prob: 0.9999823570251465>
<pmid: 36518416, isPK: True, prob: 0.9999935626983643>
<pmid: 36518391, isPK: True, prob: 0.933403491973877>
<pmid: 36516945, isPK: True, prob: 0.9881522059440613>
<pmid: 36516889, isPK: True, prob: 0.9999915361404419>
<pmid: 36516271, isPK: False, prob: 0.0009597770404070616>
<pmid: 36515863, isPK: False, prob: 0.0007017793250270188>
<pmid: 36515822, isPK: True, prob: 0.9999905824661255>
<pmid: 36514207, isPK: False, prob: 0.08399499952793121>
<pmid: 36514067, isPK: True, prob: 0.9832198023796082>
<pmid: 36513975, isPK: False, prob: 0.0006369168404489756>
<pmid: 36513435, isPK: True, prob: 0.9991546869277954>
<pmid: 36513265, isPK: True, prob: 0.9998681545257568>
<pmid: 36513193, isPK: True, prob: 0.997474730014801>
<pmid: 36512927, isPK: False, prob: 0.0004869883123319596>
<pmid: 36512868, isPK: True, prob: 0.9999939203262329>
<pmid: 36512853, isPK: True, prob: 0.9999903440475464>
<pmid: 36512734, isPK: False, prob: 0.0007906009559519589>
<pmid: 36512679, isPK: True, prob: 0.9999916553497314>
<pmid: 36511661, isPK: False, prob: 0.0008033362100832164>
<pmid: 36510749, isPK: True, prob: 0.9992175102233887>
<pmid: 36510685, isPK: True, prob: 0.9999721050262451>
<pmid: 36510662, isPK: False, prob: 0.0021306155249476433>
<pmid: 36510376, isPK: False, prob: 0.0007300770375877619>
<pmid: 36510227, isPK: False, prob: 0.0013598623918369412>
<pmid: 36510033, isPK: True, prob: 0.9999797344207764>
<pmid: 36509967, isPK: False, prob: 0.0013983858516439795>
<pmid: 36509888, isPK: False, prob: 0.001298083458095789>
<pmid: 36508900, isPK: True, prob: 0.9678919315338135>
<pmid: 36507738, isPK: True, prob: 0.9999939203262329>
<pmid: 36507572, isPK: True, prob: 0.9999737739562988>
<pmid: 36507350, isPK: False, prob: 0.0008577150874771178>
<pmid: 36506732, isPK: False, prob: 0.001236691139638424>
<pmid: 36506587, isPK: False, prob: 0.000806440191809088>
<pmid: 36506545, isPK: True, prob: 0.9998687505722046>
<pmid: 36506535, isPK: True, prob: 0.9999910593032837>
<pmid: 36506519, isPK: True, prob: 0.9999722242355347>
<pmid: 36506511, isPK: False, prob: 0.0009816562524065375>
<pmid: 36506510, isPK: True, prob: 0.9997311234474182>
<pmid: 36506343, isPK: False, prob: 0.0019395181443542242>
<pmid: 36504899, isPK: False, prob: 0.0007058322080411017>
<pmid: 36504610, isPK: True, prob: 0.9999896287918091>
<pmid: 36503849, isPK: True, prob: 0.9510471820831299>
<pmid: 36503848, isPK: False, prob: 0.002667988184839487>
<pmid: 36503820, isPK: True, prob: 0.8195342421531677>
<pmid: 36503397, isPK: True, prob: 0.9646929502487183>
<pmid: 36503069, isPK: False, prob: 0.05549556761980057>
<pmid: 36502794, isPK: True, prob: 0.9999854564666748>
<pmid: 36502758, isPK: True, prob: 0.664832592010498>
<pmid: 36502721, isPK: True, prob: 0.9872102737426758>
<pmid: 36502029, isPK: False, prob: 0.0015502586029469967>
<pmid: 36501387, isPK: False, prob: 0.0011331954738125205>
<pmid: 36500699, isPK: True, prob: 0.9999946355819702>
<pmid: 36500651, isPK: False, prob: 0.4210268259048462>
<pmid: 36500603, isPK: False, prob: 0.0008125508320517838>
<pmid: 36500493, isPK: False, prob: 0.0009534545242786407>
<pmid: 36500388, isPK: False, prob: 0.0008195738773792982>
<pmid: 36500385, isPK: False, prob: 0.000760979950428009>
<pmid: 36500344, isPK: False, prob: 0.0008268135716207325>
<pmid: 36500304, isPK: True, prob: 0.9999576807022095>
<pmid: 36500233, isPK: True, prob: 0.9997668862342834>
<pmid: 36499705, isPK: True, prob: 0.999855637550354>
<pmid: 36499357, isPK: False, prob: 0.0008051256299950182>
<pmid: 36499252, isPK: False, prob: 0.008066101931035519>
<pmid: 36497081, isPK: False, prob: 0.0007312921807169914>
<pmid: 36496977, isPK: False, prob: 0.0005888812593184412>
<pmid: 36496167, isPK: True, prob: 0.99998939037323>
<pmid: 36495638, isPK: False, prob: 0.0017385573592036963>
<pmid: 36495632, isPK: False, prob: 0.0006496378337033093>
<pmid: 36495312, isPK: True, prob: 0.9999872446060181>
<pmid: 36494060, isPK: True, prob: 0.999994158744812>
<pmid: 36493969, isPK: False, prob: 0.0022608141880482435>
<pmid: 36493948, isPK: False, prob: 0.03983141854405403>
<pmid: 36493944, isPK: True, prob: 0.9999938011169434>
<pmid: 36493935, isPK: False, prob: 0.27296435832977295>
<pmid: 36493932, isPK: False, prob: 0.0015982455806806684>
<pmid: 36490364, isPK: False, prob: 0.0009893275564536452>
<pmid: 36484885, isPK: True, prob: 0.9999940395355225>
<pmid: 36484478, isPK: False, prob: 0.09725198894739151>
<pmid: 36484477, isPK: False, prob: 0.0006427972111850977>
<pmid: 36484341, isPK: True, prob: 0.9999918937683105>
<pmid: 36484309, isPK: False, prob: 0.0005599993746727705>
<pmid: 36484281, isPK: True, prob: 0.9999927282333374>
<pmid: 36482755, isPK: False, prob: 0.0007535736658610404>
<pmid: 36482138, isPK: True, prob: 0.999984860420227>
<pmid: 36481531, isPK: True, prob: 0.9998955726623535>
<pmid: 36481259, isPK: True, prob: 0.9998350143432617>
<pmid: 36480917, isPK: False, prob: 0.0006812782376073301>
<pmid: 36480429, isPK: False, prob: 0.0006583745707757771>
<pmid: 36479969, isPK: True, prob: 0.9999830722808838>
<pmid: 36479719, isPK: True, prob: 0.999992847442627>
<pmid: 36479709, isPK: True, prob: 0.9998966455459595>
<pmid: 36479315, isPK: False, prob: 0.0011239357991144061>
<pmid: 36478350, isPK: True, prob: 0.9999886751174927>
<pmid: 36477706, isPK: True, prob: 0.9999873638153076>
<pmid: 36476676, isPK: True, prob: 0.9993947744369507>
<pmid: 36475653, isPK: False, prob: 0.0014059677487239242>
<pmid: 36475645, isPK: False, prob: 0.0013725269818678498>
<pmid: 36475612, isPK: False, prob: 0.0012569997925311327>
<pmid: 36474249, isPK: True, prob: 0.9970609545707703>
<pmid: 36473608, isPK: False, prob: 0.0009786543669179082>
<pmid: 36472784, isPK: False, prob: 0.0006999638862907887>
<pmid: 36472567, isPK: False, prob: 0.0007409478421323001>
<pmid: 36472561, isPK: False, prob: 0.0007731834193691611>
<pmid: 36472008, isPK: False, prob: 0.0007393548148684204>
<pmid: 36471980, isPK: True, prob: 0.9994989633560181>
<pmid: 36471239, isPK: False, prob: 0.0010125836124643683>
<pmid: 36471223, isPK: True, prob: 0.9999836683273315>
<pmid: 36471200, isPK: True, prob: 0.9998682737350464>
<pmid: 36470522, isPK: True, prob: 0.999879002571106>
<pmid: 36470515, isPK: True, prob: 0.9999817609786987>
<pmid: 36470510, isPK: True, prob: 0.9999630451202393>
<pmid: 36470431, isPK: False, prob: 0.0012872816296294332>
<pmid: 36470345, isPK: True, prob: 0.999923586845398>
<pmid: 36470330, isPK: False, prob: 0.0006879862048663199>
<pmid: 36470194, isPK: False, prob: 0.0010424619540572166>
<pmid: 36470124, isPK: False, prob: 0.004590834025293589>
<pmid: 36469727, isPK: False, prob: 0.0009598264587111771>
<pmid: 36469444, isPK: True, prob: 0.9999920129776001>
<pmid: 36469401, isPK: False, prob: 0.0008006460848264396>
<pmid: 36468638, isPK: True, prob: 0.9999899864196777>
<pmid: 36467099, isPK: False, prob: 0.000692552188411355>
<pmid: 36467098, isPK: False, prob: 0.0007988334982655942>
<pmid: 36467083, isPK: False, prob: 0.0010709076886996627>
<pmid: 36467058, isPK: False, prob: 0.0011039943201467395>
<pmid: 36467038, isPK: True, prob: 0.9999852180480957>
<pmid: 36466494, isPK: False, prob: 0.339023619890213>
<pmid: 36465811, isPK: True, prob: 0.999993085861206>
<pmid: 36465554, isPK: False, prob: 0.0009120369213633239>
<pmid: 36464202, isPK: True, prob: 0.9972895383834839>
<pmid: 36464064, isPK: False, prob: 0.0016936500323936343>
<pmid: 36463821, isPK: False, prob: 0.003286520717665553>
<pmid: 36463339, isPK: False, prob: 0.0008320464985445142>
<pmid: 36462547, isPK: True, prob: 0.9999935626983643>
<pmid: 36462445, isPK: False, prob: 0.0025032677222043276>
<pmid: 36462441, isPK: False, prob: 0.0009304446866735816>
<pmid: 36462312, isPK: False, prob: 0.0011395247420296073>
<pmid: 36461747, isPK: True, prob: 0.9999951124191284>
