Run will be saved under: ./run_outputs/run_2021_to_2021

Screening abstracts and fetching fulltexts...
Running on device: cpu
<pmid: 37519413, isPK: True, prob: 0.9999922513961792>
<pmid: 35049869, isPK: True, prob: 0.9999786615371704>
<pmid: 35047927, isPK: True, prob: 0.9895393252372742>
<pmid: 35046813, isPK: False, prob: 0.0016579853836447>
<pmid: 35046798, isPK: True, prob: 0.999983549118042>
<pmid: 35034875, isPK: False, prob: 0.0008650585659779608>
<pmid: 35034509, isPK: True, prob: 0.9999949932098389>
<pmid: 35029518, isPK: True, prob: 0.999994158744812>
<pmid: 35028615, isPK: False, prob: 0.016050521284341812>
<pmid: 35028457, isPK: False, prob: 0.09451046586036682>
<pmid: 35028319, isPK: False, prob: 0.0007328178617171943>
<pmid: 35026512, isPK: False, prob: 0.0009715747437439859>
<pmid: 35024313, isPK: True, prob: 0.9999860525131226>
<pmid: 35024199, isPK: False, prob: 0.000679349061101675>
<pmid: 35014822, isPK: False, prob: 0.0004961905651725829>
<pmid: 35014818, isPK: False, prob: 0.0007944941753521562>
<pmid: 35014517, isPK: False, prob: 0.0006622156943194568>
<pmid: 35014495, isPK: True, prob: 0.9999645948410034>
<pmid: 35014455, isPK: False, prob: 0.0010115929180756211>
<pmid: 35014452, isPK: False, prob: 0.000690902175847441>
<pmid: 35014306, isPK: False, prob: 0.0007051003631204367>
<pmid: 35011830, isPK: True, prob: 0.9999916553497314>
<pmid: 35011397, isPK: False, prob: 0.17703139781951904>
<pmid: 35011353, isPK: False, prob: 0.0006854220991954207>
<pmid: 35011346, isPK: False, prob: 0.0031234007328748703>
<pmid: 35011321, isPK: False, prob: 0.0006532979314215481>
<pmid: 35011305, isPK: True, prob: 0.9999934434890747>
<pmid: 35011272, isPK: False, prob: 0.0008560339920222759>
<pmid: 35011245, isPK: False, prob: 0.0008696064469404519>
<pmid: 35010986, isPK: False, prob: 0.0007436776650138199>
<pmid: 35008822, isPK: False, prob: 0.0008810975705273449>
<pmid: 35008753, isPK: False, prob: 0.0006957583245821297>
<pmid: 35008624, isPK: False, prob: 0.0008007833966985345>
<pmid: 35008583, isPK: False, prob: 0.0011938075767830014>
<pmid: 35008517, isPK: False, prob: 0.034661613404750824>
<pmid: 35008467, isPK: False, prob: 0.006228165235370398>
<pmid: 35006942, isPK: False, prob: 0.0011505717411637306>
<pmid: 35006923, isPK: False, prob: 0.0008319585467688739>
<pmid: 35006842, isPK: False, prob: 0.0005222026957198977>
<pmid: 35003559, isPK: False, prob: 0.0012510658707469702>
<pmid: 35003297, isPK: True, prob: 0.9999680519104004>
<pmid: 35002718, isPK: True, prob: 0.999987006187439>
<pmid: 35002687, isPK: True, prob: 0.999993085861206>
<pmid: 35002239, isPK: False, prob: 0.0028078691102564335>
<pmid: 35000505, isPK: True, prob: 0.9999942779541016>
<pmid: 34998516, isPK: True, prob: 0.9992985725402832>
<pmid: 34998055, isPK: False, prob: 0.0010636963415890932>
<pmid: 34996330, isPK: True, prob: 0.999993085861206>
<pmid: 34993251, isPK: False, prob: 0.0007053746376186609>
<pmid: 34992038, isPK: False, prob: 0.0008862016256898642>
<pmid: 34990984, isPK: True, prob: 0.9888709187507629>
<pmid: 34988452, isPK: True, prob: 0.8557218313217163>
<pmid: 34987769, isPK: True, prob: 0.9999747276306152>
<pmid: 34986563, isPK: False, prob: 0.04046473652124405>
<pmid: 34983304, isPK: True, prob: 0.9999833106994629>
<pmid: 34980416, isPK: False, prob: 0.0008548883488401771>
<pmid: 34980409, isPK: False, prob: 0.0032627687323838472>
<pmid: 34977904, isPK: False, prob: 0.0007726457552053034>
<pmid: 34976902, isPK: True, prob: 0.9999958276748657>
<pmid: 34976826, isPK: False, prob: 0.0008378871134482324>
<pmid: 34975494, isPK: False, prob: 0.004180720541626215>
<pmid: 34975134, isPK: True, prob: 0.9999523162841797>
<pmid: 34974943, isPK: True, prob: 0.9999914169311523>
<pmid: 34973929, isPK: False, prob: 0.19904012978076935>
<pmid: 34973877, isPK: True, prob: 0.9999716281890869>
<pmid: 34973798, isPK: False, prob: 0.0008824057294987142>
<pmid: 34973761, isPK: False, prob: 0.0007851481204852462>
<pmid: 34973734, isPK: False, prob: 0.0009063018369488418>
<pmid: 34973409, isPK: True, prob: 0.997931957244873>
<pmid: 34973264, isPK: False, prob: 0.0012594434665516019>
<pmid: 34972522, isPK: False, prob: 0.0006990533438511193>
<pmid: 34972111, isPK: False, prob: 0.0006622314685955644>
<pmid: 34971876, isPK: False, prob: 0.0008452011388726532>
<pmid: 34971874, isPK: False, prob: 0.0007434297003783286>
<pmid: 34971693, isPK: True, prob: 0.8764616847038269>
<pmid: 34970265, isPK: False, prob: 0.0010250892955809832>
<pmid: 34969998, isPK: False, prob: 0.0008782562217675149>
<pmid: 34969660, isPK: True, prob: 0.9999152421951294>
<pmid: 34969659, isPK: True, prob: 0.9999864101409912>
<pmid: 34968742, isPK: True, prob: 0.9999905824661255>
<pmid: 34968540, isPK: False, prob: 0.0010195925133302808>
<pmid: 34968393, isPK: False, prob: 0.016861457377672195>
<pmid: 34967833, isPK: False, prob: 0.000902441912330687>
<pmid: 34967831, isPK: False, prob: 0.04196948558092117>
<pmid: 34967623, isPK: False, prob: 0.0011627610074356198>
<pmid: 34967602, isPK: False, prob: 0.00112451845780015>
<pmid: 34966890, isPK: True, prob: 0.9959392547607422>
<pmid: 34966804, isPK: True, prob: 0.9999902248382568>
<pmid: 34966770, isPK: False, prob: 0.00080121960490942>
<pmid: 34965924, isPK: False, prob: 0.19262203574180603>
<pmid: 34965407, isPK: True, prob: 0.9998953342437744>
<pmid: 34965389, isPK: False, prob: 0.000942176440730691>
<pmid: 34965386, isPK: True, prob: 0.9999828338623047>
<pmid: 34964271, isPK: False, prob: 0.0007734826067462564>
<pmid: 34963620, isPK: False, prob: 0.0030217724852263927>
<pmid: 34963543, isPK: False, prob: 0.0011616683332249522>
<pmid: 34963283, isPK: False, prob: 0.0007201170665211976>
<pmid: 34963083, isPK: False, prob: 0.0009570412803441286>
<pmid: 34962793, isPK: False, prob: 0.0006768406601622701>
<pmid: 34962625, isPK: False, prob: 0.0017444661352783442>
<pmid: 34962315, isPK: False, prob: 0.004067096393555403>
<pmid: 34961905, isPK: True, prob: 0.9999849796295166>
<pmid: 34961897, isPK: False, prob: 0.0009299532393924892>
<pmid: 34961397, isPK: False, prob: 0.0008975621894933283>
<pmid: 34959950, isPK: False, prob: 0.0013118365313857794>
<pmid: 34959934, isPK: False, prob: 0.0008394959731958807>
<pmid: 34959798, isPK: False, prob: 0.0014150552451610565>
<pmid: 34959785, isPK: False, prob: 0.0008413149043917656>
<pmid: 34959466, isPK: False, prob: 0.4432983994483948>
<pmid: 34959453, isPK: True, prob: 0.9999490976333618>
<pmid: 34959451, isPK: True, prob: 0.9999879598617554>
<pmid: 34959422, isPK: False, prob: 0.00510997511446476>
<pmid: 34959418, isPK: False, prob: 0.0033343357499688864>
<pmid: 34959413, isPK: True, prob: 0.9999936819076538>
<pmid: 34959409, isPK: True, prob: 0.9999921321868896>
<pmid: 34959386, isPK: True, prob: 0.9999936819076538>
<pmid: 34959381, isPK: True, prob: 0.8151388168334961>
<pmid: 34959380, isPK: True, prob: 0.9999924898147583>
<pmid: 34959350, isPK: False, prob: 0.015320620499551296>
<pmid: 34959347, isPK: True, prob: 0.9976494908332825>
<pmid: 34959282, isPK: True, prob: 0.9993657469749451>
<pmid: 34959217, isPK: True, prob: 0.9790500998497009>
<pmid: 34959115, isPK: True, prob: 0.9999926090240479>
<pmid: 34959037, isPK: True, prob: 0.8383417129516602>
<pmid: 34958912, isPK: False, prob: 0.0008261899347417057>
<pmid: 34958898, isPK: False, prob: 0.01870596781373024>
<pmid: 34958732, isPK: False, prob: 0.002213100902736187>
<pmid: 34958284, isPK: False, prob: 0.1871638298034668>
<pmid: 34958208, isPK: False, prob: 0.0008699856698513031>
<pmid: 34957834, isPK: False, prob: 0.0007475750171579421>
<pmid: 34957527, isPK: False, prob: 0.0009635767783038318>
<pmid: 34957488, isPK: True, prob: 0.9308996796607971>
<pmid: 34957311, isPK: False, prob: 0.005928820930421352>
<pmid: 34956984, isPK: True, prob: 0.9999198913574219>
<pmid: 34955637, isPK: False, prob: 0.0008962472784332931>
<pmid: 34954594, isPK: False, prob: 0.0008882119436748326>
<pmid: 34954593, isPK: False, prob: 0.0007221293053589761>
<pmid: 34954416, isPK: False, prob: 0.0007179017993621528>
<pmid: 34954263, isPK: False, prob: 0.0006107206572778523>
<pmid: 34954116, isPK: False, prob: 0.0009075492271222174>
<pmid: 34954052, isPK: True, prob: 0.9999650716781616>
<pmid: 34954051, isPK: True, prob: 0.999786913394928>
<pmid: 34954001, isPK: False, prob: 0.002806618344038725>
<pmid: 34953979, isPK: False, prob: 0.0006346146110445261>
<pmid: 34953917, isPK: False, prob: 0.0010720468126237392>
<pmid: 34953862, isPK: True, prob: 0.9999921321868896>
<pmid: 34953824, isPK: False, prob: 0.001972116995602846>
<pmid: 34953390, isPK: False, prob: 0.0006973305717110634>
<pmid: 34952908, isPK: False, prob: 0.0013875238364562392>
<pmid: 34952594, isPK: False, prob: 0.0006876397528685629>
<pmid: 34952505, isPK: False, prob: 0.15395992994308472>
<pmid: 34952463, isPK: False, prob: 0.0009962365729734302>
<pmid: 34952343, isPK: False, prob: 0.0008893246413208544>
<pmid: 34952148, isPK: False, prob: 0.0009115826105698943>
<pmid: 34952136, isPK: True, prob: 0.9998968839645386>
<pmid: 34951696, isPK: True, prob: 0.9999914169311523>
<pmid: 34951129, isPK: True, prob: 0.9999934434890747>
<pmid: 34951004, isPK: False, prob: 0.0008419087971560657>
<pmid: 34950975, isPK: True, prob: 0.9987937211990356>
<pmid: 34950932, isPK: True, prob: 0.9999940395355225>
<pmid: 34950033, isPK: False, prob: 0.0007322845631279051>
<pmid: 34950030, isPK: True, prob: 0.9666388630867004>
<pmid: 34950026, isPK: True, prob: 0.9999761581420898>
<pmid: 34949674, isPK: True, prob: 0.9999418258666992>
<pmid: 34949198, isPK: False, prob: 0.0006489469669759274>
<pmid: 34949179, isPK: False, prob: 0.0006843249429948628>
<pmid: 34949094, isPK: False, prob: 0.0006254477193579078>
<pmid: 34948414, isPK: False, prob: 0.0008381506777368486>
<pmid: 34948364, isPK: False, prob: 0.0006491030799224973>
<pmid: 34948266, isPK: False, prob: 0.0008852311875671148>
<pmid: 34948238, isPK: False, prob: 0.0014704774366691709>
<pmid: 34946994, isPK: True, prob: 0.9975836277008057>
<pmid: 34946697, isPK: False, prob: 0.000871918338816613>
<pmid: 34946570, isPK: False, prob: 0.0009531084215268493>
<pmid: 34945005, isPK: True, prob: 0.9999912977218628>
<pmid: 34944551, isPK: False, prob: 0.000557870022021234>
<pmid: 34944507, isPK: False, prob: 0.0006999902543611825>
<pmid: 34944397, isPK: False, prob: 0.0009622795041650534>
<pmid: 34943983, isPK: True, prob: 0.9999053478240967>
<pmid: 34943904, isPK: False, prob: 0.0009610897395759821>
<pmid: 34943771, isPK: True, prob: 0.999970555305481>
<pmid: 34943697, isPK: True, prob: 0.9999935626983643>
<pmid: 34942355, isPK: False, prob: 0.0011118503753095865>
<pmid: 34942336, isPK: True, prob: 0.9990634322166443>
<pmid: 34942071, isPK: False, prob: 0.0009097716538235545>
<pmid: 34942017, isPK: False, prob: 0.001580568845383823>
<pmid: 34941643, isPK: True, prob: 0.999955415725708>
<pmid: 34941083, isPK: False, prob: 0.001153507735580206>
<pmid: 34940944, isPK: False, prob: 0.006182513199746609>
<pmid: 34940127, isPK: True, prob: 0.9999939203262329>
<pmid: 34939795, isPK: False, prob: 0.00154296460095793>
<pmid: 34939412, isPK: False, prob: 0.0008755306480452418>
<pmid: 34939170, isPK: False, prob: 0.0008798979106359184>
<pmid: 34938072, isPK: False, prob: 0.0011645522899925709>
<pmid: 34937876, isPK: False, prob: 0.0007647908059880137>
<pmid: 34937801, isPK: True, prob: 0.9999896287918091>
<pmid: 34937193, isPK: False, prob: 0.0011362051591277122>
<pmid: 34937189, isPK: True, prob: 0.9999871253967285>
<pmid: 34936971, isPK: False, prob: 0.0006934729753993452>
<pmid: 34936968, isPK: False, prob: 0.0006381368730217218>
<pmid: 34936937, isPK: True, prob: 0.9983263611793518>
<pmid: 34936367, isPK: False, prob: 0.0008985132444649935>
<pmid: 34936214, isPK: False, prob: 0.0008544957963749766>
<pmid: 34936067, isPK: False, prob: 0.0013322009472176433>
<pmid: 34935247, isPK: False, prob: 0.001247659558430314>
<pmid: 34935183, isPK: True, prob: 0.9999923706054688>
<pmid: 34935100, isPK: True, prob: 0.9999847412109375>
<pmid: 34934774, isPK: True, prob: 0.9999864101409912>
<pmid: 34934406, isPK: False, prob: 0.0009387012105435133>
<pmid: 34934067, isPK: False, prob: 0.000531161786057055>
<pmid: 34933891, isPK: False, prob: 0.001478694612160325>
<pmid: 34933053, isPK: True, prob: 0.9999929666519165>
<pmid: 34933042, isPK: True, prob: 0.9999861717224121>
<pmid: 34932358, isPK: False, prob: 0.0011797514744102955>
<pmid: 34932170, isPK: True, prob: 0.9999933242797852>
<pmid: 34932154, isPK: False, prob: 0.0704762414097786>
<pmid: 34932116, isPK: False, prob: 0.0006922137108631432>
<pmid: 34931844, isPK: False, prob: 0.001809902605600655>
<pmid: 34931824, isPK: False, prob: 0.0006554297870025039>
<pmid: 34931589, isPK: False, prob: 0.0030840381514281034>
<pmid: 34931285, isPK: False, prob: 0.002890141448006034>
<pmid: 34931282, isPK: True, prob: 0.999993085861206>
<pmid: 34931010, isPK: False, prob: 0.006916796788573265>
<pmid: 34931008, isPK: False, prob: 0.001478418824262917>
<pmid: 34930952, isPK: False, prob: 0.001564441598020494>
<pmid: 34930921, isPK: False, prob: 0.001075764070264995>
<pmid: 34930449, isPK: False, prob: 0.000649390509352088>
<pmid: 34930430, isPK: True, prob: 0.9999783039093018>
<pmid: 34930284, isPK: False, prob: 0.0010466609383001924>
<pmid: 34930073, isPK: False, prob: 0.0009024952305480838>
<pmid: 34929581, isPK: False, prob: 0.001198011334054172>
<pmid: 34929301, isPK: False, prob: 0.0020802111830562353>
<pmid: 34929252, isPK: True, prob: 0.9999927282333374>
<pmid: 34928601, isPK: False, prob: 0.47631141543388367>
<pmid: 34928435, isPK: True, prob: 0.9999936819076538>
<pmid: 34928160, isPK: True, prob: 0.8579979538917542>
<pmid: 34928129, isPK: False, prob: 0.0006526964134536684>
<pmid: 34926138, isPK: False, prob: 0.0007748281350359321>
<pmid: 34924641, isPK: True, prob: 0.9999946355819702>
<pmid: 34924124, isPK: False, prob: 0.09665144234895706>
<pmid: 34924119, isPK: True, prob: 0.9999943971633911>
<pmid: 34923976, isPK: False, prob: 0.000613171374425292>
<pmid: 34923732, isPK: True, prob: 0.9972285628318787>
<pmid: 34923290, isPK: False, prob: 0.0009333027992397547>
<pmid: 34923187, isPK: False, prob: 0.0009015583782456815>
<pmid: 34922577, isPK: True, prob: 0.9787399768829346>
<pmid: 34922554, isPK: False, prob: 0.001210412592627108>
<pmid: 34922536, isPK: False, prob: 0.001062515890225768>
<pmid: 34922310, isPK: False, prob: 0.0008250946993939579>
<pmid: 34921975, isPK: False, prob: 0.0008315099403262138>
<pmid: 34921096, isPK: True, prob: 0.9998961687088013>
<pmid: 37720619, isPK: False, prob: 0.0011351353023201227>
<pmid: 34920289, isPK: True, prob: 0.984858512878418>
<pmid: 34920278, isPK: True, prob: 0.9914758205413818>
<pmid: 34919998, isPK: False, prob: 0.0008931323536671698>
<pmid: 34919997, isPK: False, prob: 0.0007985632983036339>
<pmid: 34918770, isPK: False, prob: 0.0005644148332066834>
<pmid: 34918212, isPK: True, prob: 0.9999719858169556>
<pmid: 34917261, isPK: False, prob: 0.0011703806230798364>
<pmid: 34917201, isPK: False, prob: 0.0008849992300383747>
<pmid: 34917137, isPK: False, prob: 0.0006583996000699699>
<pmid: 34916939, isPK: False, prob: 0.10262729227542877>
<pmid: 34916931, isPK: True, prob: 0.999991774559021>
<pmid: 34915669, isPK: False, prob: 0.0016211725305765867>
<pmid: 34915667, isPK: False, prob: 0.001252474496141076>
<pmid: 34915286, isPK: False, prob: 0.0009333471534773707>
<pmid: 34915145, isPK: False, prob: 0.49779370427131653>
<pmid: 34914389, isPK: False, prob: 0.0006737258518114686>
<pmid: 34914382, isPK: True, prob: 0.9999934434890747>
<pmid: 34913981, isPK: False, prob: 0.0006778224487788975>
<pmid: 34913841, isPK: False, prob: 0.0012569448444992304>
<pmid: 34913774, isPK: False, prob: 0.0006544525967910886>
<pmid: 34913341, isPK: False, prob: 0.0011932810302823782>
<pmid: 34913168, isPK: True, prob: 0.999994158744812>
<pmid: 34912895, isPK: False, prob: 0.0012220657663419843>
<pmid: 34912090, isPK: True, prob: 0.7231054306030273>
<pmid: 34911945, isPK: False, prob: 0.002308303490281105>
<pmid: 34911818, isPK: True, prob: 0.940136730670929>
<pmid: 34910775, isPK: False, prob: 0.0009226432885043323>
<pmid: 34910492, isPK: False, prob: 0.0007938070921227336>
<pmid: 34910485, isPK: False, prob: 0.0011111287167295814>
<pmid: 34909060, isPK: True, prob: 0.9999901056289673>
<pmid: 34908450, isPK: True, prob: 0.7137575149536133>
<pmid: 34907479, isPK: True, prob: 0.9999799728393555>
<pmid: 34907248, isPK: True, prob: 0.9952613711357117>
<pmid: 34906850, isPK: False, prob: 0.0006208830745890737>
<pmid: 34906762, isPK: False, prob: 0.001006095320917666>
<pmid: 34906761, isPK: False, prob: 0.0009293857729062438>
<pmid: 34906605, isPK: False, prob: 0.0013096866896376014>
<pmid: 34906322, isPK: True, prob: 0.9988837838172913>
<pmid: 34906155, isPK: False, prob: 0.0006345870206132531>
<pmid: 34905402, isPK: True, prob: 0.8938497304916382>
<pmid: 34905341, isPK: False, prob: 0.0006381150451488793>
<pmid: 34905217, isPK: True, prob: 0.9717127680778503>
<pmid: 34905154, isPK: True, prob: 0.9999879598617554>
<pmid: 34905123, isPK: True, prob: 0.9819701910018921>
<pmid: 34904414, isPK: False, prob: 0.001439117593690753>
<pmid: 34904203, isPK: False, prob: 0.0008953383658081293>
<pmid: 34904202, isPK: False, prob: 0.0008207196951843798>
<pmid: 34904011, isPK: False, prob: 0.28696539998054504>
<pmid: 34903589, isPK: True, prob: 0.9999927282333374>
<pmid: 34902784, isPK: False, prob: 0.0006284773116931319>
<pmid: 34902744, isPK: True, prob: 0.9999936819076538>
<pmid: 34902644, isPK: False, prob: 0.0007143635884858668>
<pmid: 34902451, isPK: True, prob: 0.8473582863807678>
<pmid: 34902437, isPK: False, prob: 0.000652872200589627>
<pmid: 34902436, isPK: False, prob: 0.0007847500964999199>
<pmid: 34902271, isPK: True, prob: 0.9993242025375366>
<pmid: 34902267, isPK: True, prob: 0.999991774559021>
<pmid: 34902266, isPK: True, prob: 0.9999045133590698>
<pmid: 34902246, isPK: False, prob: 0.0006880373111926019>
<pmid: 34901835, isPK: False, prob: 0.06366829574108124>
<pmid: 34901485, isPK: False, prob: 0.09270131587982178>
<pmid: 34900964, isPK: False, prob: 0.0013830858515575528>
<pmid: 34900086, isPK: False, prob: 0.0005850506713613868>
<pmid: 34899752, isPK: False, prob: 0.000911957467906177>
<pmid: 34899628, isPK: True, prob: 0.999995231628418>
<pmid: 34899329, isPK: True, prob: 0.9999908208847046>
<pmid: 34899298, isPK: True, prob: 0.999910831451416>
<pmid: 34899291, isPK: False, prob: 0.02395269088447094>
<pmid: 34899282, isPK: True, prob: 0.9958032965660095>
<pmid: 34898616, isPK: False, prob: 0.0010226346785202622>
<pmid: 34897556, isPK: True, prob: 0.9999123811721802>
<pmid: 34897360, isPK: False, prob: 0.0008652889518998563>
<pmid: 34896748, isPK: True, prob: 0.9999918937683105>
<pmid: 34896687, isPK: True, prob: 0.9999899864196777>
<pmid: 34896447, isPK: False, prob: 0.0006407152977772057>
<pmid: 34896433, isPK: True, prob: 0.9990968704223633>
<pmid: 34896396, isPK: False, prob: 0.0006721731624566019>
<pmid: 34895886, isPK: False, prob: 0.5571141242980957>
<pmid: 34895243, isPK: False, prob: 0.0006177043542265892>
<pmid: 34895071, isPK: False, prob: 0.0009136159787885845>
<pmid: 34895063, isPK: False, prob: 0.0007005151710473001>
<pmid: 34894942, isPK: False, prob: 0.0007412885897792876>
<pmid: 34894726, isPK: True, prob: 0.9737451672554016>
<pmid: 38993985, isPK: False, prob: 0.004867433570325375>
<pmid: 34894602, isPK: True, prob: 0.9999964237213135>
<pmid: 34894412, isPK: True, prob: 0.9999940395355225>
<pmid: 34894345, isPK: True, prob: 0.9999384880065918>
<pmid: 34893950, isPK: False, prob: 0.001024216995574534>
<pmid: 34893942, isPK: True, prob: 0.999992847442627>
<pmid: 34893925, isPK: True, prob: 0.999992847442627>
<pmid: 34893475, isPK: True, prob: 0.999984860420227>
<pmid: 34893267, isPK: False, prob: 0.0005761217325925827>
<pmid: 34892189, isPK: True, prob: 0.9999942779541016>
<pmid: 34892156, isPK: True, prob: 0.9999933242797852>
<pmid: 34891867, isPK: False, prob: 0.001170454197563231>
<pmid: 34891613, isPK: False, prob: 0.027773816138505936>
<pmid: 34891049, isPK: True, prob: 0.9999849796295166>
<pmid: 34891048, isPK: True, prob: 0.9987443685531616>
<pmid: 34891004, isPK: True, prob: 0.9999903440475464>
<pmid: 34890821, isPK: False, prob: 0.0006685287225991488>
<pmid: 34890410, isPK: False, prob: 0.0007646355079486966>
<pmid: 34890209, isPK: True, prob: 0.9999909400939941>
<pmid: 34889902, isPK: False, prob: 0.0009292530012317002>
<pmid: 34889886, isPK: False, prob: 0.0010063957888633013>
<pmid: 34888759, isPK: False, prob: 0.0007015392766334116>
<pmid: 34887859, isPK: False, prob: 0.0009600413613952696>
<pmid: 34887747, isPK: False, prob: 0.0018083939794450998>
<pmid: 34887530, isPK: False, prob: 0.0016335765831172466>
<pmid: 34887522, isPK: True, prob: 0.9167360663414001>
<pmid: 34887255, isPK: True, prob: 0.867466926574707>
<pmid: 34886931, isPK: True, prob: 0.9999896287918091>
<pmid: 34886661, isPK: False, prob: 0.000804333423729986>
<pmid: 34886649, isPK: True, prob: 0.9981326460838318>
<pmid: 34886032, isPK: False, prob: 0.0006485335761681199>
<pmid: 34885843, isPK: False, prob: 0.0020327630918473005>
<pmid: 34885777, isPK: False, prob: 0.0010764151811599731>
<pmid: 34885718, isPK: False, prob: 0.000808495213277638>
<pmid: 34884973, isPK: False, prob: 0.0006886171759106219>
<pmid: 34884903, isPK: False, prob: 0.0008378269267268479>
<pmid: 34884898, isPK: False, prob: 0.0008791235741227865>
<pmid: 34884873, isPK: False, prob: 0.0009787178132683039>
